0,3.167124183311986e-05
1,3.180534005420198e-05
2,3.1939975607705564e-05
3,3.207515051154997e-05
4,3.221086679065761e-05
5,3.2347126476975805e-05
6,3.248393160949883e-05
7,3.262128423428967e-05
8,3.27591864045028e-05
9,3.2897640180405866e-05
10,3.303664762940229e-05
11,3.3176210826053056e-05
12,3.331633185209981e-05
13,3.345701279648687e-05
14,3.359825575538389e-05
15,3.3740062832208124e-05
16,3.388243613764748e-05
17,3.402537778968313e-05
18,3.4168889913611804e-05
19,3.4312974642069226e-05
20,3.4457634115052675e-05
21,3.4602870479944e-05
22,3.474868589153229e-05
23,3.4895082512037584e-05
24,3.5042062511133376e-05
25,3.518962806597027e-05
26,3.5337781361198735e-05
27,3.548652458899291e-05
28,3.5635859949073756e-05
29,3.5785789648732196e-05
30,3.593631590285329e-05
31,3.6087440933939116e-05
32,3.6239166972133036e-05
33,3.639149625524251e-05
34,3.6544431028763816e-05
35,3.669797354590523e-05
36,3.685212606761126e-05
37,3.700689086258608e-05
38,3.716227020731826e-05
39,3.73182663861042e-05
40,3.747488169107274e-05
41,3.763211842220881e-05
42,3.778997888737829e-05
43,3.79484654023521e-05
44,3.810758029083029e-05
45,3.8267325884467e-05
46,3.8427704522894684e-05
47,3.8588718553748875e-05
48,3.87503703326924e-05
49,3.8912662223440766e-05
50,3.9075596597786535e-05
51,3.923917583562424e-05
52,3.940340232497514e-05
53,3.956827846201255e-05
54,3.973380665108667e-05
55,3.989998930474987e-05
56,4.006682884378141e-05
57,4.02343276972133e-05
58,4.040248830235533e-05
59,4.057131310482021e-05
60,4.074080455854953e-05
61,4.0910965125838934e-05
62,4.10817972773638e-05
63,4.125330349220466e-05
64,4.142548625787342e-05
65,4.159834807033871e-05
66,4.1771891434052e-05
67,4.1946118861973054e-05
68,4.21210328755967e-05
69,4.229663600497818e-05
70,4.2472930788759825e-05
71,4.264991977419653e-05
72,4.282760551718282e-05
73,4.3005990582278855e-05
74,4.3185077542736433e-05
75,4.3364868980526195e-05
76,4.354536748636371e-05
77,4.372657565973619e-05
